id_pdc_local;statut_pdc;arrondissement;id_station_local;id_station_itinerance;nom_station;code_insee_commune;implantation_station;nbre_pdc;date_maj;condition_acces;adresse_station;coordonneesxy;gratuit;paiement_acte;paiement_cb;paiement_autre;reservation;observations;siren_amenageur;contact_amenageur;nom_amenageur;nom_operateur;contact_operateur;telephone_operateur;nom_enseigne;tarification;id_pdc_itinerance;date_mise_en_service;accessibilite_pmr;restriction_gabarit;station_deux_roues;puissance_nominale;prise_type_ef;prise_type_2;prise_type_combo_ccs;prise_type_chademo;prise_type_autre;prise_type_3;num_pdl;horaires;raccordement
FR*V75*EPX12*07*6;En service;12e Arrondissement;FR*V75*PPX12*07;FRV75PPX1207;Paris | Boulevard de la Bastille 20;75112;Voirie;6;2021-09-23;Accès libre;20 Boulevard de la Bastille 75012 Paris;48.84837,2.367915;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12076;2021-09-01;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7299710457112;24/7;Direct
FR*V75*EPX11*11*3;En service;11e Arrondissement;FR*V75*PPX11*11;FRV75PPX1111;Paris | Rue Faidherbe 27;75111;Voirie;5;2022-04-12;Accès libre;27 Rue Faidherbe 75011 Paris;48.852573,2.3830369;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX11113;2021-08-25;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7235311036133;24/7;Direct
FR*V75*EPX13*07*6;En service;13e Arrondissement;FR*V75*PPX13*07;FRV75PPX1307;Paris | Rue Bobillot 16;75113;Voirie;6;2021-09-23;Accès libre;16 Rue Bobillot 75013 Paris;48.82958,2.3537664;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13076;2021-09-21;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7309117127304;24/7;Direct
FR*V75*EPX13*10*4;En service;13e Arrondissement;FR*V75*PPX13*10;FRV75PPX1310;Paris | Rue Fernand Braudel 21;75113;Voirie;4;2021-09-23;Accès libre;21 Rue Fernand Braudel 75013 Paris;48.83623,2.3724644;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13104;2021-10-06;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7383212641627;24/7;Direct
FR*V75*EPX13*13*5;En test;13e Arrondissement;FR*V75*PPX13*13;FRV75PPX1313;Paris | Rue Vulpian 24;75113;Voirie;6;2021-09-23;Accès libre;24 Rue Vulpian 75013 Paris;48.83105,2.3460584;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13135;;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7339363148396;24/7;Direct
FR*V75*EPX03*04*5;En service;Paris centre;FR*V75*PPX03*04;FRV75PPX0304;Paris | Rue Perrée 18;75103;Voirie;6;2021-09-23;Accès libre;18 Rue Perrée 75003 Paris;48.86502,2.360503;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX03045;2021-08-26;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;7167004265438;24/7;Direct
FR*V75*EPX19*07*7;En service;19e Arrondissement;FR*V75*PPX19*07;FRV75PPX1907;Paris |  Rue Botzaris 50;75119;Voirie;7;2021-09-23;Accès libre;50 Rue Botzaris 75019 Paris;48.8792,2.3839;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19077;2021-08-26;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7276555609012;24/7;Direct
FR*V75*EPX18*07*5;En service;18e Arrondissement;FR*V75*PPX18*07;FRV75PPX1807;Paris | Rue Jean-François Lépine 1;75118;Voirie;7;2022-07-01;Accès libre;1 Rue Jean-François Lépine 75018 Paris;48.8861,2.3591;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18075;2021-08-17;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7555716255509;24/7;Direct
FR*V75*EPX18*07*7;En service;18e Arrondissement;FR*V75*PPX18*07;FRV75PPX1807;Paris | Rue Jean-François Lépine 1;75118;Voirie;7;2022-07-01;Accès libre;1 Rue Jean-François Lépine 75018 Paris;48.8861,2.3591;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18077;2021-08-17;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;7555716255509;24/7;Direct
FR*V75*EPX15*22*3;En service;15e Arrondissement;FR*V75*PPX15*22;FRV75PPX1522;Paris | Rue Houdart de Lamotte 2;75115;Voirie;6;2021-09-23;Accès libre;2 Rue Houdart de Lamotte 75015 Paris;48.8407,2.2876;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15223;2021-08-11;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7467727830093;24/7;Direct
FR*V75*EPX15*25*3;En service;15e Arrondissement;FR*V75*PPX15*25;FRV75PPX1525;Paris | Rue de Cronstadt 2;75115;Voirie;4;2021-09-23;Accès libre;2 Rue de Cronstadt 75015 Paris;48.8349,2.3026;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15253;2021-09-07;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7497105543479;24/7;Direct
FR*V75*EPX15*23*1;En service;15e Arrondissement;FR*V75*PPX15*23;FRV75PPX1523;Paris | Rue de l'Arrivée 16;75115;Voirie;6;2021-09-23;Accès libre;16 Rue de l'Arrivée 75015 Paris;48.8432,2.3217;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15231;2021-09-01;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7306946360917;24/7;Direct
FR*V75*EPX16*13*6;En service;16e Arrondissement;FR*V75*PPX16*13;FRV75PPX1613;Paris |  Avenue de Malakoff 115;75116;Voirie;6;2021-09-23;Accès libre;115 Avenue de Malakoff 75016 Paris;48.8735,2.2843;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16136;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7413169218442;24/7;Direct
FR*V75*EPX20*10*4;En service;20e Arrondissement;FR*V75*PPX20*10;FRV75PPX2010;Paris | Rue des Couronnes 2;75120;Voirie;5;2021-09-23;Accès libre;2 Rue des Couronnes 75020 Paris;48.8692,2.3809;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX20104;2021-09-14;Non accessible;aucune restriction;True;3;True;True;False;False;False;False;7233429703666;24/7;Direct
FR*V75*EPX16*18*1;En service;16e Arrondissement;FR*V75*PPX16*18;FRV75PPX1618;Paris | Boulevard Murat 157;75116;Voirie;6;2021-09-23;Accès libre;157 Boulevard Murat 75016 Paris;48.8379,2.2628;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16181;2021-09-07;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7457163429831;24/7;Direct
FR*V75*EPX17*08*4;En service;17e Arrondissement;FR*V75*PPX17*08;FRV75PPX1708;Paris | Rue Legendre 126;75117;Voirie;5;2022-04-12;Accès libre;126 Rue Legendre 75017 Paris;48.8888,2.3222;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17084;2022-02-03;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7553690206222;24/7;Direct
FR*V75*EPX16*21*3;En service;16e Arrondissement;FR*V75*PPX16*21;FRV75PPX1621;Paris | Rue d'Auteuil 55;75116;Voirie;6;2021-09-23;Accès libre;55 Rue d'Auteuil 75016 Paris;48.8478,2.2636;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16213;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7441678625087;24/7;Direct
FR*V75*EPX17*14*5;En service;17e Arrondissement;FR*V75*PPX17*14;FRV75PPX1714;Paris | Rue Georges Berger 2;75117;Voirie;6;2021-09-23;Accès libre;2 Rue Georges Berger 75017 Paris;48.8809,2.3099;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17145;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7576266183410;24/7;Direct
FR*V75*EPX19*11*1;En service;19e Arrondissement;FR*V75*PPX19*11;FRV75PPX1911;Paris | Rue de Crimée 82;75119;Voirie;6;2021-09-23;Accès libre;82 Rue de Crimée 75019 Paris;48.8824,2.3866;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19111;2021-09-21;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7287264725213;24/7;Direct
FR*V75*EPX18*10*2;En service;18e Arrondissement;FR*V75*PPX18*10;FRV75PPX1810;Paris | Boulevard de Clichy 2;75118;Voirie;5;2023-01-04;Accès libre;2 Boulevard de Clichy 75018 Paris;48.8823,2.3395;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX18102;2021-09-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7548190930366;24/7;Direct
FR*V75*EPX19*10*1;En service;19e Arrondissement;FR*V75*PPX19*10;FRV75PPX1910;Paris | Rue de Crimée 8;75119;Voirie;5;2022-04-12;Accès libre;8 Rue de Crimée 75019 Paris;48.8777,2.3916;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19101;2021-09-29;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7258031729816;24/7;Direct
FR*V75*EPX19*10*2;En service;19e Arrondissement;FR*V75*PPX19*10;FRV75PPX1910;Paris | Rue de Crimée 8;75119;Voirie;5;2022-04-12;Accès libre;8 Rue de Crimée 75019 Paris;48.8777,2.3916;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX19102;2021-09-29;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7258031729816;24/7;Direct
FR*V75*EPX05*12*1;En service;05e Arrondissement;FR*V75*PPX05*12;FRV75PPX0512;Paris | Rue Linnée 18;75105;Voirie;7;2021-09-23;Accès libre;18 Rue Linnée 75005 Paris;48.845257,2.3548336;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX05121;2021-10-06;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7379739414469;24/7;Direct
FR*V75*EPX07*12*6;En service;07e Arrondissement;FR*V75*PPX07*12;FRV75PPX0712;Paris | place du Président Mithouard 6;75107;Voirie;6;2021-09-23;Accès libre;6 place du Président Mithouard 75007 Paris;48.851284,2.312916;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX07126;2021-10-19;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7457887018790;24/7;Direct
FR*V75*EPX08*20*6;En service;08e Arrondissement;FR*V75*PPX08*20;FRV75PPX0820;Paris | Rue de Courcelles 40;75108;Voirie;6;2021-09-23;Accès libre;40 Rue de Courcelles 75008 Paris;48.876186,2.3082976;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX08206;2021-10-26;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7564833476105;24/7;Direct
FR*V75*EPX09*10*4;En service;09e Arrondissement;FR*V75*PPX09*10;FRV75PPX0910;Paris | boulevard Haussmann 6;75109;Voirie;5;2021-09-23;Accès libre;6 boulevard Haussmann 75009 Paris;48.87232,2.338776;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09104;2021-10-26;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7149927565169;24/7;Direct
FR*V75*EPX09*11*1;En service;09e Arrondissement;FR*V75*PPX09*11;FRV75PPX0911;Paris | Rue Milton 12;75109;Voirie;6;2021-09-23;Accès libre;12 Rue Milton 75009 Paris;48.87772,2.3409176;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX09111;2021-10-26;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7154992687854;24/7;Direct
FR*V75*EPX10*11*4;En service;10e Arrondissement;FR*V75*PPX10*11;FRV75PPX1011;Paris | Rue Rocroy 15;75110;Voirie;4;2021-09-23;Accès libre;15 Rue Rocroy 75010 Paris;48.880123,2.3509617;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10114;2021-11-23;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7172358823622;24/7;Direct
FR*V75*EPX10*10*5;En service;10e Arrondissement;FR*V75*PPX10*10;FRV75PPX1010;Paris | Rue de Paradis  28;75110;Voirie;6;2021-09-23;Accès libre;28 Rue de Paradis 75010 Paris;48.875076,2.352321;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX10105;2021-12-14;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7194066494111;24/7;Direct
FR*V75*EPX12*14*1;En service;12e Arrondissement;FR*V75*PPX12*14;FRV75PPX1214;Paris | boulevard de Picpus 7;75112;Voirie;7;2021-09-23;Accès libre;7 boulevard de Picpus 75012 Paris;48.840687,2.400428;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12141;2021-11-09;Réservé PMR;aucune restriction;False;7;True;True;False;False;False;False;7294066463188;24/7;Direct
FR*V75*EPX13*14*3;En service;13e Arrondissement;FR*V75*PPX13*14;FRV75PPX1314;Paris | Rue Marie-Andrée Lagroua Weil-Halle 2;75113;Voirie;4;2021-09-23;Accès libre;2 Rue Marie-Andrée Lagroua Weil-Halle 75013 Paris;48.82764,2.3810866;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13143;2021-11-03;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7398408009953;24/7;Direct
FR*V75*EPX12*18*3;En service;12e Arrondissement;FR*V75*PPX12*18;FRV75PPX1218;Paris | boulevard de Bercy 5;75112;Voirie;7;2021-09-23;Accès libre;5 boulevard de Bercy 75012 Paris;48.84036,2.378739;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX12183;2021-10-12;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7262662699376;24/7;Direct
FR*V75*EPX13*17*6;En service;13e Arrondissement;FR*V75*PPX13*17;FRV75PPX1317;Paris | Rue de Tolbiac 41;75113;Voirie;6;2021-09-23;Accès libre;41 Rue de Tolbiac 75013 Paris;48.827972,2.372195;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13176;2021-12-08;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7370622193009;24/7;Direct
FR*V75*EPX13*16*6;En service;13e Arrondissement;FR*V75*PPX13*16;FRV75PPX1316;Paris | Rue de Tolbiac 147;75113;Voirie;6;2021-11-03;Accès libre;145 Rue de Tolbiac 75013 Paris;48.826084,2.358049;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX13166;2021-11-03;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7339218430546;24/7;Direct
FR*V75*EPX14*10*4;En service;14e Arrondissement;FR*V75*PPX14*10;FRV75PPX1410;Paris | Rue Henri Barbusse 66;75114;Voirie;6;2022-04-27;Accès libre;66 Rue Henri Barbusse 75014 Paris;48.83912,2.337229;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX14104;2021-10-26;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7399276317463;24/7;Direct
FR*V75*EPX14*11*1;En service;14e Arrondissement;FR*V75*PPX14*11;FRV75PPX1411;Paris | Avenue Jean Moulin 34;75114;Voirie;6;2021-09-23;Accès libre;34 Avenue Jean Moulin 75014 Paris;48.82668,2.3237355;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX14111;2021-10-19;Réservé PMR;aucune restriction;False;7;True;True;False;False;False;False;7334298024453;24/7;Direct
FR*V75*EPX15*31*1;En service;15e Arrondissement;FR*V75*PPX15*31;FRV75PPX1531;Paris | Rue Sébastien Mercier 44;75115;Voirie;6;2021-09-23;Accès libre;44 Rue Sébastien Mercier 75015 Paris;48.84391,2.279693;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX15311;2021-11-03;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7427496280840;24/7;Direct
FR*V75*EPX16*22*4;En service;16e Arrondissement;FR*V75*PPX16*22;FRV75PPX1622;Paris | Avenue Victor Hugo 60;75116;Voirie;6;2021-09-23;Accès libre;60 Avenue Victor Hugo 75016 Paris;48.870342,2.286851;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16224;2021-11-16;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7434008582654;24/7;Direct
FR*V75*EPX16*24*6;En service;16e Arrondissement;FR*V75*PPX16*24;FRV75PPX1624;Paris | Avenue Raymond Poincaré 51;75116;Voirie;6;2021-09-23;Accès libre;51 Avenue Raymond Poincaré 75016 Paris;48.86697,2.2858796;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX16246;2021-11-09;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7466135934174;24/7;Direct
FR*V75*EPX17*15*2;En service;17e Arrondissement;FR*V75*PPX17*15;FRV75PPX1715;Paris | Avenue des Ternes 73;75117;Voirie;5;2021-09-23;Accès libre;73 Avenue des Ternes 75017 Paris;48.879463,2.2899947;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17152;2021-11-23;Non accessible;aucune restriction;False;7;True;True;False;False;False;False;7534153303467;24/7;Direct
FR*V75*EPX17*19*4;En service;17e Arrondissement;FR*V75*PPX17*19;FRV75PPX1719;Paris | Rue Brémontier 19;75117;Voirie;7;2021-09-23;Accès libre;19 Rue Brémontier 75017 Paris;48.884953,2.3035011;false;true;true;true;false;Paiement autre - badge RFID Belib ou autre, application Belib, QRCode sur chaque PDC, site internet Belib|Plus d'information - https://belib.paris.fr;531680445;assistance.technique@tevgo.fr;TOTALENERGIES;TOTALENERGIES;assistance.technique@tevgo.fr;01 85 16 94 02;Belib';https://belib.paris;FRV75EPX17194;2021-12-14;Non accessible;aucune restriction;False;3;True;True;False;False;False;False;7548769800334;24/7;Direct
